0, 219176407.75417367
1, 18228319.741053384
2, 7973372.479954613
0, 219176407.75417367
0, 219176407.75417367
3, 6072812.704286002
1, 20051196.503202435
1, 16349077.152804984
4, 5139385.800006538
2, 9412859.65516866
2, 8271824.279412469
5, 4494010.599748021
3, 6849563.857848074
3, 6328631.880474564
6, 4095879.95198649
4, 5565327.38870626
4, 5413472.097540379
7, 3733800.292974458
5, 4961301.279441099
5, 4659522.098911159
8, 3420676.5475561083
6, 4481434.086703056
6, 4115424.6975490907
9, 3195022.1350903437
7, 4082178.2381912633
7, 3744649.4715480315
10, 3024778.40004156
8, 3739076.157507726
8, 3424242.3039221154
11, 2878849.1751746805
9, 3476958.7638565414
9, 3221504.17238082
12, 2726002.8273143307
10, 3262193.189496151
10, 3062243.559247992
13, 2615697.5310321967
11, 3087741.0154802063
11, 2910962.295277831
14, 2486459.631992253
12, 2903271.966800013
12, 2775950.356432477
15, 2393117.7611669116
13, 2787659.0079345373
13, 2641297.9308518246
16, 2318464.481902086
14, 2657564.404248443
14, 2538279.5019789804
17, 2234950.9048456387
15, 2556657.2588937357
15, 2460709.6200013575
18, 2165332.9700673437
16, 2449562.514530164
16, 2351847.5532078715
19, 2093999.662815519
17, 2361729.5989240296
17, 2260283.7000979683
20, 2047197.881147629
18, 2289091.1086600423
18, 2194438.840943971
21, 1994935.1304742724
19, 2205930.613847028
19, 2137251.5389367156
22, 1944814.546658862
20, 2140418.9803468436
20, 2087560.5744710288
23, 1901446.860657682
21, 2081201.2298584909
21, 2028836.3574925433
24, 1863489.2455288616
22, 2042107.1477746204
22, 1976565.5753799584
25, 1826269.7364928694
23, 1980416.6530558183
23, 1933345.6946533301
26, 1781398.2532515936
24, 1929568.1956796108
24, 1887911.4462984963
27, 1745315.166371712
25, 1867026.216106848
25, 1841212.007916985
28, 1703159.2544057355
26, 1820139.8097088079
26, 1804498.747824755
29, 1665302.7040148373
27, 1779541.841259291
27, 1766705.0538562413
30, 1637046.9842843746
28, 1747152.9305071672
28, 1739298.1050093994
31, 1611760.2018001683
29, 1715206.7717482797
29, 1708805.1377390553
32, 1585954.532722461
30, 1675246.9120870838
30, 1675828.4252202439
33, 1566657.4632715976
31, 1651158.8196949768
31, 1648628.064130957
34, 1542391.644597542
32, 1623408.5409828594
32, 1618560.543567148
35, 1518055.6823383362
33, 1587367.8529916648
33, 1582991.474654753
36, 1493322.187947409
34, 1557405.210243821
34, 1558413.727197566
37, 1470782.2078571462
35, 1531009.1309955337
35, 1536454.3399734776
38, 1451667.733816792
36, 1505693.0297016217
36, 1504399.4426638992
39, 1433743.476937366
37, 1478113.7860724875
37, 1478824.0277021932
40, 1415303.1498272999
38, 1456733.9308428161
38, 1455992.42508904
41, 1397641.6001334442
39, 1439855.5238376933
39, 1429498.983985413
42, 1380943.39446806
40, 1409010.0885112856
40, 1410418.8457532949
43, 1362392.6011720728
41, 1389481.5641669638
41, 1388332.1446965423
44, 1345921.465876013
42, 1361214.3534522958
42, 1370234.2493467818
45, 1330813.4834533515
43, 1341912.3942047635
43, 1357355.7063293976
46, 1314525.5549409552
44, 1321500.3315187553
44, 1335954.3761893443
47, 1300259.9946202626
45, 1304491.7874935835
45, 1315665.7988889802
48, 1287656.4733730603
46, 1285652.9568769727
46, 1295401.2118243119
49, 1273093.1690923115
47, 1272495.008792076
47, 1281123.0532704007
48, 1259648.2619327172
48, 1262276.937071944
49, 1239240.501006187
49, 1247051.958656966
